ttm,strike,model_iv,market_iv,diff
0.0054757015742642025,0.9920012402322482,0.56524136,0.5727,0.00745864
0.0054757015742642025,1.0149342968442925,0.56127715,0.5713,0.01002285
0.024640657084188916,0.9687687410619552,0.5976259,0.5807,0.0169259
0.024640657084188916,1.014900585874429,0.5922452,0.5598,0.0324452
0.10130047912388776,0.9687901932598036,0.60212303,0.5842,0.01792303
0.10130047912388776,1.1071887922969186,0.59762502,0.5816,0.01602502
0.10130047912388776,1.1533216586426234,0.59586472,0.5885,0.00736472
0.17796030116358658,0.8803697923810018,0.60658347,0.5975,0.00908347
0.17796030116358658,0.9269111981995676,0.60472425,0.5899,0.01482425
0.17796030116358658,1.0189600678812671,0.60351338,0.5853,0.01821338
0.17796030116358658,1.112046053533897,0.60076284,0.5895,0.01126284
0.17796030116358658,1.2045089402359723,0.59853752,0.5986,6.24756309e-05
0.4271047227926078,0.8344753282733223,0.60639323,0.6225,0.01610677
0.4271047227926078,0.9272291980765558,0.60482454,0.6144,0.00957546
0.4271047227926078,1.0201072410921452,0.60479148,0.612,0.00720852
0.4271047227926078,1.1126771011052594,0.60358481,0.6335000000000001,0.02991519
0.4271047227926078,1.2980775471526669,0.60158206,0.6439,0.04231794
0.676249144421629,0.8344660437223119,0.60593496,0.6267,0.02076504
