ttm,strike,model_iv,market_iv,diff
0.010951403148528405,0.991362401023086,0.50158606,0.4701,0.03148606
0.010951403148528405,1.0267682010596249,0.51228405,0.47,0.04228405
0.030116358658453118,0.9549004074241738,0.51746027,0.5516,0.03413973
0.030116358658453118,0.9902768955668132,0.51985558,0.529,0.00914442
0.030116358658453118,1.0610049556004792,0.52911491,0.5291,1.49073116e-05
0.12594113620807665,0.9169187017559698,0.58133992,0.6023,0.02096008
0.12594113620807665,1.0579831174107344,0.58982216,0.597,0.00717784
0.2792607802874743,0.8425498929961636,0.65014225,0.6653,0.01515775
0.2792607802874743,0.9829748751621908,0.65436477,0.6542,0.00016477
0.2792607802874743,1.1234077450538464,0.66065798,0.6739,0.01324202
0.2792607802874743,1.2638248394942455,0.66542183,0.6988,0.03337817
0.5284052019164955,0.836395470082134,0.72108293,0.6984,0.02268293
0.5284052019164955,0.9757947150958228,0.7242797,0.6984,0.025879700000000002
0.5284052019164955,1.115193960109512,0.72879116,0.7031999999999999,0.02559116
0.5284052019164955,1.2546071964268786,0.73200917,0.7215,0.01050917
0.5284052019164955,1.3939982798061228,0.73514324,0.7364,0.00125676
0.5284052019164955,1.6728095952358382,0.74109635,0.7683,0.02720365
